key,num,numz,dynamic_time_warping,cosine_similarity_distance,pearson_correlation,manhattan_distance,euclidean_distance,tanimoto_similarity
CA00609_C,16,45,45.1597,0.6092,0.2354,2282.8643,492.3465,0.3556
LMPR0102060019_C,4,33,107.3398,0.3485,0.0683,2032.0056,465.0428,0.1212
CA01134_C,6,34,137.1472,0.3218,-0.0902,2193.2134,508.0396,0.1765
LMPR0103060014_C,7,36,135.4262,0.322,-0.1067,2229.1444,498.2599,0.1944
CA00569_C,11,35,243.4332,0.5333,0.1212,1971.5483,499.6766,0.3143
CA00735_C,18,45,118.031,0.5906,0.1584,2532.2609,558.7256,0.4
LMPR01040142_C,4,42,186.1477,0.1245,-0.4255,3041.188,581.3959,0.0952
CA00333_C,10,38,45.173,0.6142,0.3144,1766.6623,407.7224,0.2632
CA00681_C,14,33,51.4475,0.7999,0.6168,1061.3607,302.0761,0.4242
CA01111_C,5,35,271.5612,0.1131,-0.3494,2632.9447,582.1701,0.1429
CA01005_C,15,39,40.7239,0.6728,0.3427,1727.7357,420.4737,0.3846
LMPR01060035_C,7,49,818.1708,0.0373,-0.4715,3175.1014,603.8747,0.1429
LMPR0103190003_C,4,39,412.0909,0.0308,-0.5023,2734.8094,551.674,0.1026
LMPR0103830002_C,4,38,166.7023,0.0433,-0.497,2577.7764,533.5731,0.1053
LMPR03010007_C,6,38,81.0105,0.2381,-0.2189,2462.3753,515.382,0.1579
LMPR0104030030_C,6,44,325.2236,0.0581,-0.5076,3186.7634,617.9028,0.1364
LMPR0102070060_C,2,46,346.381,0.0355,-0.5937,3675.3725,638.4757,0.0435
CA00931_C,20,51,35.6684,0.5983,0.2291,2625.2888,547.276,0.3922
CA01049_C,17,47,120.1993,0.6543,0.351,2067.3817,472.0152,0.3617
LMPR0104050014_C,7,40,152.3044,0.2008,-0.3294,2759.3166,572.953,0.175
LMPR0106160004_C,7,49,178.3489,0.0376,-0.5846,2981.3593,552.5595,0.1429
LMPR01090036_C,7,40,190.7307,0.3054,-0.1785,2732.8208,570.3428,0.175
LMPR0104010022_C,4,39,757.3262,0.0276,-0.4397,2558.041,533.8729,0.1026
LMPR0106080001_C,10,47,94.5948,0.3092,-0.1858,2395.6995,485.459,0.2128
CA00048_C,17,44,90.4293,0.6504,0.3338,1935.7512,444.5573,0.3864
LMPR0106180023_C,9,49,138.6942,0.1353,-0.4223,2971.2418,561.1461,0.1837
CA00189_C,11,47,71.0971,0.5001,0.1569,2263.6499,467.7346,0.234
CA00928_C,11,44,65.7632,0.4326,0.0233,2378.4442,496.6828,0.25
LMPR0103630002_C,6,36,140.8866,0.3225,-0.0933,2278.4536,500.9771,0.1667
LMPR01070468_C,4,50,694.5391,0.0316,-0.6003,2915.7071,533.2785,0.08
CA00698_C,13,34,126.6026,0.6538,0.3231,1520.3392,415.2173,0.3824
CA01041_C,9,44,179.1908,0.4861,0.0907,2506.181,517.2651,0.2045
CA00943_C,15,47,84.1745,0.5382,0.1255,2528.62,509.7196,0.3191
CA00218_C,18,45,47.3312,0.639,0.2691,2211.868,494.1151,0.4
LMPR0103500008_C,5,38,137.7917,0.1716,-0.3237,2450.5512,513.159,0.1316
CA00948_C,15,47,47.7714,0.5421,0.1317,2598.3445,535.8539,0.3191
LMPR0102070030_C,3,51,403.5252,0.0164,-0.5419,4123.258,706.1189,0.0588
LMPR0104390006_C,5,43,150.1028,0.122,-0.4003,2946.9376,573.2559,0.1163
CA00976_C,17,35,46.8361,0.7541,0.4677,1231.7354,349.0973,0.4857
CA00576_C,13,49,185.7884,0.4183,-0.0696,3080.2421,596.514,0.2653
LMPR0103370003_C,3,40,212.2311,0.0441,-0.4467,2827.4872,569.2745,0.075
CA00271_C,15,47,162.8397,0.5429,0.1209,2743.2565,574.6458,0.3191
LMPR0106040004_C,8,51,289.1906,0.1533,-0.3249,3446.8076,649.0405,0.1569
LMPR0104030010_C,3,44,202.8141,0.0142,-0.5515,2948.5496,552.5099,0.0682
LMPR0104230012_C,5,51,291.5585,0.1617,-0.3565,3693.3527,657.6166,0.098
LMPR01040137_C,6,64,421.5382,0.0519,-0.597,4449.4946,671.2516,0.0938
LMPR01090014_C,16,44,92.7358,0.6947,0.4517,1584.1739,379.1158,0.3636
CA00615_C,17,45,37.8028,0.6162,0.2388,2223.662,491.5983,0.3778
LMPR0103500018_C,6,36,411.9063,0.0722,-0.5099,2456.8981,531.87,0.1667
CA00949_C,10,37,184.4261,0.4859,0.0535,2207.4133,520.8277,0.2703
CA00975_C,18,48,123.6789,0.6175,0.2896,2155.2319,490.9456,0.375
LMPR01070297_C,12,37,155.7557,0.6307,0.3085,1700.074,432.2875,0.3243
CA00005_C,16,42,95.5818,0.6372,0.2882,1965.8277,457.4657,0.381
LMPR0104080007_C,7,40,110.7486,0.2671,-0.1907,2382.1231,503.7642,0.175
CA00889_C,7,31,314.835,0.4387,0.0564,1961.0376,478.8847,0.2258
LMPR0104050025_C,6,42,260.5366,0.1673,-0.3643,3192.3473,638.3248,0.1429
CA00990_C,13,49,131.456,0.5319,0.1603,2559.2682,506.3986,0.2653
LMPR0105050005_C,13,40,102.2059,0.4583,0.0088,2092.9365,480.2199,0.325
CA00180_C,10,36,121.08,0.5203,0.123,2019.1431,479.4933,0.2778
LMPR0103230003_C,2,40,220.5395,0.0143,-0.5013,2755.1071,542.2043,0.05
LMPR0102120034_C,3,35,916.0057,0.0402,-0.3786,2587.3125,570.9854,0.0857
LMPR01070338_C,22,62,244.387,0.5818,0.2957,2685.953,539.0948,0.3548
LMPR0106240006_C,12,45,99.4413,0.3697,-0.0732,2445.1258,512.732,0.2667
LMPR01070974_C,15,41,115.3531,0.5968,0.2111,2004.5238,479.7079,0.3659
CA00826_C,15,39,42.941,0.6927,0.3887,1627.8318,401.4128,0.3846
CA00102_C,15,46,87.5622,0.578,0.1994,2370.6442,490.9348,0.3261
LMPR0103050009_C,4,36,214.9443,0.0947,-0.4397,2975.3626,613.078,0.1111
LMPR01070196_C,15,41,115.4476,0.5968,0.2111,2004.6107,479.7073,0.3659
CA00166_C,15,45,116.2469,0.53,0.1023,2578.2024,548.4684,0.3333
LMPR0103410006_C,7,35,121.3131,0.4337,0.0179,2195.3099,493.1567,0.2
LMPR0102010024_C,4,34,162.578,0.2427,-0.1216,2257.6914,509.7124,0.1176
CA00329_C,12,35,42.3789,0.6376,0.3088,1612.39,405.981,0.3429
LMPR0103020001_C,5,36,200.6354,0.2235,-0.2502,2534.3293,545.6902,0.1389
LMPR01060033_C,7,50,301.0617,0.0379,-0.5133,3253.5931,599.1886,0.14
CA00823_C,16,38,143.227,0.7176,0.4215,1512.1682,399.9892,0.4211
LMPR0104010041_C,10,44,128.4646,0.2465,-0.2739,2952.3416,587.9025,0.2273
CA00770_C,14,33,207.6525,0.7906,0.5736,1117.9519,321.6473,0.4242
LMPR0103120001_C,6,36,101.9915,0.169,-0.3427,2458.5618,527.8649,0.1667
LMPR0103330006_C,5,37,133.3855,0.2156,-0.2403,2526.779,535.801,0.1351
CA00769_C,17,47,186.6146,0.6334,0.2708,2508.5043,529.0152,0.3617
CA00434_C,15,47,88.7479,0.5666,0.1842,2421.5236,506.4945,0.3191
CA01119_C,2,38,115.1824,0.1416,-0.3089,2547.4625,516.4923,0.0526
CA01084_C,18,49,208.8097,0.611,0.252,2451.881,522.9281,0.3673
LMPR0103670001_C,8,34,77.5642,0.3748,-0.0903,2074.4871,486.5947,0.2353
CA01240_C,18,40,85.3649,0.7375,0.4934,1318.4448,349.6502,0.45
CA00187_C,2,31,398.5436,0.2349,-0.0893,2269.8452,519.2156,0.0645
CA01013_C,5,36,168.5553,0.1854,-0.3026,2669.3477,567.4715,0.1389
CA00734_C,19,45,128.4734,0.6351,0.2511,2347.2527,531.1248,0.4222
CA00625_C,15,48,112.3643,0.4788,0.0182,2849.0879,580.9039,0.3125
CA00590_C,17,45,31.2112,0.632,0.2641,2238.4552,495.3179,0.3778
LMPR0103450002_C,3,40,106.903,0.0322,-0.4827,2682.2878,539.6898,0.075
CA00135_C,10,47,63.4609,0.4806,0.119,2415.8499,485.6242,0.2128
LMPR0104230002_C,4,48,212.5656,0.156,-0.3462,3437.8294,616.5552,0.0833
LMFA11000125_C,11,35,92.5742,0.5077,0.1566,1803.4534,439.5476,0.3143
LMPR0102060017_C,8,38,192.6697,0.2687,-0.2215,2617.708,566.8258,0.2105
LMPR0104040013_C,5,44,174.9211,0.1124,-0.3829,3101.4576,598.6794,0.1136
CA00457_C,20,52,214.691,0.5396,0.1428,2640.2023,554.7764,0.3846
LMPR0103700003_C,4,38,334.6111,0.0395,-0.5053,2629.8633,538.3017,0.1053
LMPR0103090031_C,8,41,179.3145,0.2878,-0.2595,2944.2177,598.8723,0.1951
CA00081_C,18,48,49.5438,0.5734,0.1748,2575.1447,538.445,0.375
CA01052_C,14,45,155.1505,0.6016,0.2598,2203.0438,493.0428,0.3111
LMPR0104080011_C,6,41,157.07,0.2261,-0.227,2565.4881,535.78,0.1463
LMPR01070330_C,22,55,240.3778,0.5861,0.2585,2477.5572,533.2904,0.4
LMPR01090056_C,15,43,72.3791,0.6956,0.3917,1915.1995,445.4307,0.3488
LMPR0103410002_C,8,34,133.7157,0.442,0.0159,2136.414,488.334,0.2353
CA01007_C,16,44,110.2305,0.5819,0.1532,2419.9894,530.671,0.3636
LMPR0102090028_C,5,32,110.4735,0.3365,0.004,2024.6357,468.0788,0.1562
LMPR0104190003_C,9,38,156.5967,0.3582,-0.08,2279.6596,518.7204,0.2368
CA01137_C,5,32,425.6185,0.3324,-0.1036,2319.2097,540.4446,0.1562
LMPR01070344_C,22,70,287.5338,0.5155,0.2068,3527.5422,636.4254,0.3143
LMPR01070575_C,15,47,140.5249,0.5451,0.1221,2767.9024,572.6776,0.3191
LMPR03080011_C,9,46,99.1796,0.3809,-0.0577,2537.8579,505.0597,0.1957
CA01247_C,14,42,40.1657,0.5635,0.1332,2330.6706,507.9066,0.3333
LMPR0103610004_C,7,35,48.0161,0.4087,0.0194,2092.4297,474.9922,0.2
CA01246_C,14,40,109.7541,0.5583,0.1216,2214.0897,511.3182,0.35
CA01165_C,4,36,262.7969,0.0608,-0.4581,2673.5734,568.2294,0.1111
LMPR0106150061_C,8,51,197.4503,0.0495,-0.5632,3479.1885,617.3791,0.1569
LMPR0102120016_C,3,34,1057.1027,0.023,-0.4024,2521.1713,546.761,0.0882
LMPR01070374_C,17,43,103.9142,0.722,0.4835,1478.7118,361.4402,0.3953
LMPR02020053_C,5,41,195.5794,0.1641,-0.3594,2991.1045,586.0592,0.122
CA00721_C,17,45,86.577,0.6561,0.3088,2242.4828,499.1611,0.3778
LMPR0104250002_C,5,42,154.6547,0.1583,-0.3394,2723.5636,544.4606,0.119
CA01008_C,14,43,89.9177,0.5345,0.0795,2538.0426,548.3786,0.3256
LMPR0106150026_C,7,47,242.5406,0.1087,-0.3688,3020.5469,590.6398,0.1489
CA00018_C,10,43,264.8014,0.4257,-0.0894,2958.0948,585.4391,0.2326
CA00642_C,15,46,149.0801,0.6086,0.2601,2261.1305,496.6167,0.3261
LMPR01070644_C,17,42,57.5573,0.72,0.4464,1650.4605,395.8488,0.4048
LMPR0103090020_C,5,43,208.7071,0.2257,-0.3006,3237.35,626.3447,0.1163
CA00506_C,13,46,142.3678,0.5301,0.1185,2604.9843,546.3826,0.2826
LMPR01070318_C,21,57,240.8088,0.5494,0.1941,2890.1242,579.986,0.3684
CA00885_C,6,31,211.8549,0.3849,-0.0015,2070.6067,496.7845,0.1935
CA00236_C,16,49,91.9672,0.5716,0.2216,2367.4853,498.0897,0.3265
LMPR0104040012_C,6,42,207.774,0.1252,-0.3813,2966.5354,594.393,0.1429
CA01168_C,2,36,348.8764,0.0147,-0.4675,2783.3416,572.4685,0.0556
LMPR0106240008_C,9,48,134.7168,0.2799,-0.155,2775.904,552.3127,0.1875
LMPR0104140003_C,5,43,108.953,0.1776,-0.3429,2662.148,521.189,0.1163
CA00330_C,12,36,42.316,0.631,0.2949,1678.0502,411.2564,0.3333
CA01146_C,10,38,165.4307,0.4392,-0.0142,2385.1682,529.8713,0.2632
LMPR01070385_C,19,62,149.1383,0.594,0.3215,2738.1364,523.4622,0.3065
LMPR0104150006_C,8,39,96.0968,0.3421,-0.1197,2187.2804,473.5924,0.2051
CA00718_C,17,46,143.5501,0.5705,0.1334,2728.0578,575.6284,0.3696
LMPR01040116_C,11,36,83.6425,0.4688,0.057,1968.2423,464.9127,0.3056
LMPR0104160002_C,5,42,822.9861,0.0701,-0.6386,2530.6068,510.7829,0.119
LMPR0103410005_C,4,38,125.2336,0.126,-0.3521,2596.042,539.2127,0.1053
LMPR0102010020_C,5,33,163.2433,0.4566,0.1723,1937.5741,450.1096,0.1515
LMPR01070307_C,17,57,239.3549,0.4878,0.1224,2928.3785,571.0192,0.2982
LMPR01070555_C,17,44,49.1545,0.6238,0.2653,2100.9925,472.4058,0.3864
LMPR01070310_C,20,58,239.7108,0.5366,0.1991,2755.6666,554.2423,0.3448
CA00429_C,18,46,166.3742,0.5553,0.1223,2432.1287,535.4243,0.3913
CA00860_C,16,39,114.9926,0.6141,0.2163,1868.5738,467.9309,0.4103
CA01151_C,6,39,214.3556,0.2853,-0.1766,2617.3506,548.5814,0.1538
CA01174_C,5,35,109.1633,0.3101,-0.0671,2166.0302,477.0311,0.1429
CA00942_C,15,37,50.1146,0.6078,0.2122,1795.922,438.5471,0.4054
LMPR0106240007_C,9,48,64.0431,0.3209,-0.1178,2619.1515,512.6908,0.1875
LMPR01040140_C,5,61,400.059,0.0333,-0.614,4313.5876,661.5956,0.082
LMPR0104050021_C,4,44,240.6907,0.1706,-0.3386,3238.2217,613.3136,0.0909
LMPR0105020001_C,9,43,180.1214,0.3468,-0.1187,2628.7042,544.1915,0.2093
LMPR02020001_C,5,50,168.9894,0.1022,-0.3775,3114.6658,575.8949,0.1
LMPR01070978_C,19,40,92.7187,0.6396,0.2408,1838.7653,469.6054,0.475
LMPR0103750002_C,4,38,669.6558,0.0682,-0.5669,2440.7755,508.9042,0.1053
LMPR0103890004_C,3,39,202.9028,0.0246,-0.5108,2881.105,571.7524,0.0769
LMPR0104230004_C,5,47,214.048,0.1627,-0.3535,3353.5053,613.922,0.1064
CA00638_C,19,43,116.4365,0.6406,0.2563,2050.4781,499.4951,0.4419
CA00341_C,16,47,133.5678,0.5883,0.2107,2425.7506,514.1047,0.3404
CA01183_C,2,34,1004.6801,0.0146,-0.4137,2711.5505,582.928,0.0588
LMPR0106090003_C,10,47,240.0913,0.2698,-0.1773,2710.7228,569.7435,0.2128
LMPR01070392_C,19,58,109.316,0.6234,0.3563,2431.9791,486.8605,0.3276
LMPR0102090018_C,2,36,271.9334,0.0079,-0.4723,2822.3489,575.8287,0.0556
LMPR0103390002_C,3,39,170.7296,0.0207,-0.4945,2873.2015,571.4699,0.0769
LMPR01090035_C,9,38,184.183,0.3781,-0.0932,2441.0541,539.8088,0.2368
CA00432_C,24,67,200.4226,0.6148,0.3686,2884.3728,537.7866,0.3582
CA00686_C,13,34,34.7479,0.7252,0.4643,1316.8879,354.9783,0.3824
LMPR0103370007_C,6,46,213.8312,0.1748,-0.3347,3205.5622,622.5739,0.1304
LMPR0102110002_C,4,33,235.1341,0.252,-0.2071,2451.1024,546.6851,0.1212
CA00043_C,12,36,94.6849,0.6049,0.2496,1789.4034,435.1109,0.3333
LMPR0103160006_C,4,39,144.8698,0.2856,-0.1276,2509.688,529.195,0.1026
LMPR0102090057_C,4,33,848.5165,0.1228,-0.4331,2200.3566,494.372,0.1212
LMPR0103200001_C,6,37,139.479,0.354,-0.0874,2412.9976,520.8463,0.1622
LMPR0106180007_C,10,47,140.3167,0.1498,-0.3939,2759.3949,548.3149,0.2128
LMPR0106040011_C,8,50,162.8959,0.1949,-0.2878,3051.54,578.9274,0.16
LMPR0106150005_C,9,47,150.5951,0.1305,-0.4245,2883.9314,556.7205,0.1915
LMPR01070337_C,22,61,244.0045,0.5716,0.2683,2755.6233,552.8476,0.3607
CA00307_C,16,44,72.9306,0.5404,0.0814,2529.2219,547.2005,0.3636
LMPR02020058_C,9,44,107.3253,0.3079,-0.1903,2858.0888,564.9143,0.2045
CA01000_C,11,36,114.3647,0.5374,0.144,1935.948,468.1503,0.3056
CA00980_C,17,48,131.279,0.5562,0.1399,2589.0672,524.5157,0.3542
LMPR01030050_C,5,38,228.589,0.1516,-0.3185,2506.9993,535.9715,0.1316
LMPR0104390003_C,4,43,116.5304,0.0268,-0.5269,2999.5204,574.353,0.093
LMPR01070847_C,17,53,276.7788,0.4776,0.0652,2917.2996,590.9414,0.3208
LMPR01070056_C,16,54,276.448,0.4734,0.0715,2988.3752,593.3123,0.2963
LMPR01080059_C,9,46,135.1059,0.3485,-0.0719,2573.4758,520.5236,0.1957
LMPR0104080002_C,3,45,242.0348,0.0251,-0.5044,3402.9318,634.2894,0.0667
CA00603_C,17,45,38.2759,0.6151,0.2363,2227.3762,492.3464,0.3778
LMFA06000156_C,5,37,309.7655,0.1617,-0.3721,3060.1584,637.2548,0.1351
CA00688_C,13,34,34.831,0.7252,0.4643,1316.9862,354.9797,0.3824
CA00635_C,16,46,115.4174,0.5726,0.1712,2500.0376,539.521,0.3478
LMPR0104240009_C,11,37,67.3335,0.453,0.0247,1962.5571,461.1436,0.2973
CA00577_C,13,50,168.5656,0.4961,0.0638,2889.2764,556.0167,0.26
CA00095_C,16,51,58.3016,0.6178,0.3106,2360.0868,480.1162,0.3137
CA00970_C,17,52,99.1433,0.5926,0.2857,2261.7668,483.7062,0.3269
LMPR0106150055_C,8,69,313.0829,0.1131,-0.4981,4457.0547,656.6977,0.1159
LMPR0102120011_C,1,36,456.9828,0.0078,-0.4542,2633.2747,537.8545,0.0278
LMPR0102120023_C,3,34,354.8969,0.0186,-0.4719,2694.7531,572.279,0.0882
CA00497_C,20,44,183.8126,0.5889,0.1473,2306.0609,531.6042,0.4545
LMPR04000009_C,8,53,791.1448,0.0589,-0.6764,3053.5958,541.5652,0.1509
LMPR0106010009_C,7,47,1259.6848,0.0698,-0.7382,2575.2989,508.6823,0.1489
CA01040_C,8,39,111.1861,0.4434,0.0545,2198.085,493.6538,0.2051
CA01178_C,5,35,105.282,0.3074,-0.0835,2175.9754,478.771,0.1429
LMPR0104050024_C,4,42,205.0666,0.1899,-0.2765,2941.9595,578.7708,0.0952
LMPR01070273_C,14,35,36.5314,0.7255,0.461,1323.7774,355.4997,0.4
LMPR0102010002_C,3,35,85.1587,0.1496,-0.2987,2519.406,528.3258,0.0857
CA00592_C,18,44,33.3867,0.6632,0.3266,1982.1816,458.6732,0.4091
LMPR0104140001_C,5,42,131.2026,0.1875,-0.2996,2553.4595,511.5547,0.119
CA00268_C,18,47,156.352,0.5976,0.2004,2526.297,549.0617,0.383
LMPR0106040017_C,11,47,147.1973,0.2046,-0.347,3043.9885,596.7913,0.234
CA00160_C,13,45,167.733,0.4993,0.0384,2838.2949,587.939,0.2889
CA00161_C,18,50,113.4892,0.5559,0.1271,3020.0197,607.3904,0.36
LMPR0103090036_C,4,43,175.0843,0.1402,-0.347,2939.4547,568.9694,0.093
LMPR01070025_C,14,34,105.93,0.7003,0.369,1452.1394,393.5654,0.4118
LMPR0104110001_C,6,41,265.9721,0.0316,-0.4976,3039.4895,611.1864,0.1463
LMPR01070630_C,14,43,137.0752,0.6187,0.2624,2050.6342,448.7469,0.3256
CA01149_C,9,37,55.2114,0.4829,0.074,2144.9574,481.8738,0.2432
LMPR0104050020_C,6,51,211.5069,0.2242,-0.2926,3444.6747,605.9025,0.1176
LMPR0104030019_C,6,43,309.5105,0.0583,-0.5228,3193.3813,619.9412,0.1395
LMPR0105050003_C,8,45,239.7466,0.3181,-0.1224,2796.314,569.8559,0.1778
CA01154_C,6,40,214.8323,0.2755,-0.1965,2731.4602,563.3977,0.15
LMPR0106160005_C,11,56,161.8141,0.2776,-0.1654,2719.3781,512.6914,0.1964
LMPR01070378_C,19,56,109.2142,0.6541,0.4062,2174.6371,451.0913,0.3393
CA00003_C,15,41,98.8792,0.6362,0.2845,1962.2724,458.3613,0.3659
CA01243_C,17,45,238.535,0.562,0.1361,2476.4595,555.0763,0.3778
LMPR0102010027_C,4,34,119.2078,0.3369,-0.0512,2261.1629,494.0027,0.1176
CA00238_C,19,47,83.423,0.7059,0.4258,1962.955,448.9987,0.4043
CA00074_C,17,48,51.3252,0.518,0.0727,2819.6092,568.5087,0.3542
LMPR04000032_C,8,49,248.0002,0.0571,-0.575,2898.7176,546.883,0.1633
CA00827_C,14,40,187.7964,0.598,0.2276,1942.4583,479.7488,0.35
CA00583_C,15,46,189.1202,0.5265,0.1153,2556.9347,556.5143,0.3261
LMPR01070149_C,16,49,55.2749,0.5393,0.1457,2668.7709,538.4397,0.3265
CA00594_C,18,44,38.5735,0.6082,0.219,2199.6534,493.4579,0.4091
LMPR0106180028_C,9,57,208.8332,0.1292,-0.4631,3549.6812,599.7307,0.1579
CA00792_C,10,43,192.9664,0.4149,-0.0743,2915.8527,602.956,0.2326
LMPR01070302_C,16,46,85.9323,0.5695,0.1638,2404.4479,507.149,0.3478
LMPR0102090003_C,4,33,850.0107,0.1226,-0.435,2201.3295,494.4054,0.1212
LMPR0102120012_C,2,35,197.4593,0.0142,-0.4706,2570.0716,533.7588,0.0571
LMPR01070321_C,21,62,239.4733,0.5662,0.2678,2833.8977,555.9873,0.3387
LMPR0102120020_C,3,36,552.658,0.0336,-0.4459,2520.6384,532.6813,0.0833
LMPR0102070009_C,1,42,433.3091,0.0854,-0.4945,3449.0153,620.2058,0.0238
LMPR0104110004_C,10,44,114.4822,0.4066,-0.007,2418.7532,507.8478,0.2273
CA00762_C,17,46,151.8996,0.6204,0.2702,2138.6179,491.4161,0.3696
CA00126_C,17,44,118.7165,0.6084,0.2033,2266.8615,496.6019,0.3864
LMPR01070899_C,18,43,50.1888,0.7218,0.4446,1700.5137,416.1622,0.4186
LMPR0104060002_C,5,41,143.9524,0.2768,-0.1644,2665.1405,548.0028,0.122
LMPR0106150034_C,9,47,228.3226,0.1382,-0.3971,2949.4056,579.0509,0.1915
LMPR01090065_C,10,37,126.5765,0.6764,0.4491,1497.7121,376.051,0.2703
LMPR0103010034_C,9,36,97.3759,0.5163,0.1542,1953.1581,454.5612,0.25
LMPR0103050014_C,3,39,233.2045,0.1595,-0.3521,3082.5154,612.5901,0.0769
LMPR0104150010_C,5,42,228.5718,0.1123,-0.3862,3005.5084,600.7613,0.119
LMPR0104480003_C,9,38,107.8694,0.3168,-0.1825,2368.4569,526.4787,0.2368
LMPR0102070057_C,4,34,601.7287,0.04,-0.4467,2440.3127,530.1966,0.1176
LMPR04000005_C,7,54,793.3774,0.0563,-0.6753,3016.3015,534.9406,0.1296
LMPR0102090061_C,5,32,164.3702,0.1551,-0.2661,2314.4533,533.3079,0.1562
LMPR0103370006_C,6,45,290.5028,0.1598,-0.3748,3365.6417,655.4069,0.1333
LMPR0106080019_C,9,47,715.0035,0.108,-0.6197,2683.3071,522.5548,0.1915
LMPR0106130001_C,10,47,260.1951,0.063,-0.6041,2838.3037,548.2465,0.2128
LMPR0103090010_C,10,32,99.1617,0.5481,0.244,1610.6766,417.6764,0.3125
CA00991_C,16,42,83.048,0.7026,0.4063,1703.5924,397.1756,0.381
LMPR0102070018_C,1,44,248.294,0.001,-0.5836,3469.4626,611.9968,0.0227
LMPR0104120002_C,4,41,189.1719,0.0997,-0.422,3059.8944,597.5831,0.0976
LMPR0103610006_C,6,36,80.0553,0.4196,0.047,2106.1697,472.0168,0.1667
CA00391_C,16,50,118.8108,0.5566,0.196,2378.819,485.6667,0.32
LMPR0102090005_C,3,35,116.7549,0.1482,-0.3079,2538.1472,531.0656,0.0857
LMPR0106050019_C,12,46,78.7267,0.4148,-0.0066,2299.3907,480.1436,0.2609
CA00407_C,18,45,48.1858,0.6394,0.28,2084.9807,470.439,0.4
CA00783_C,19,45,175.1941,0.6091,0.2018,2378.8116,540.4341,0.4222
LMPR0103450004_C,5,39,200.1464,0.1194,-0.3424,2757.8509,576.1605,0.1282
LMPR0103240001_C,5,37,112.0242,0.1806,-0.2836,2353.1431,506.7181,0.1351
LMPR0104120001_C,8,39,83.0156,0.2628,-0.2158,2374.2074,505.274,0.2051
CA01089_C,18,47,172.6159,0.6122,0.2393,2317.7627,502.9199,0.383
LMPR0106230004_C,7,49,254.8734,0.0447,-0.5425,3138.9616,578.0738,0.1429
LMPR0103250002_C,3,40,174.0592,0.0491,-0.4841,2865.5417,567.0118,0.075
LMPR0104170018_C,6,42,412.5727,0.0496,-0.5088,3138.2352,626.2754,0.1429
LMPR01070101_C,15,49,165.6795,0.5205,0.092,2807.6588,565.6126,0.3061
LMPR01070379_C,19,59,148.7392,0.6212,0.3593,2453.6679,489.5416,0.322
LMPR0106150020_C,8,48,181.4377,0.1232,-0.4072,2906.5491,556.2267,0.1667
LMPR0104030032_C,8,39,241.6991,0.1381,-0.4191,2812.248,601.1766,0.2051
LMPR0105050001_C,7,46,253.5156,0.1782,-0.3201,3129.3854,607.1646,0.1522
LMPR0102070033_C,3,50,454.63,0.0182,-0.5429,4143.1808,717.6447,0.06
LMPR0103190002_C,4,39,208.4561,0.013,-0.5483,3078.9147,599.7558,0.1026
LMPR0102090050_C,3,34,815.4502,0.0953,-0.4506,2302.4972,500.6611,0.0882
LMPR04000038_C,7,51,553.6212,0.0828,-0.5106,2952.7406,548.552,0.1373
LMPR0104210001_C,8,39,162.4162,0.3029,-0.1548,2428.9711,528.7939,0.2051
LMPR0105020005_C,11,41,115.748,0.4235,-0.011,2266.1458,497.709,0.2683
LMPR0104030001_C,7,40,107.6257,0.2634,-0.2039,2432.3561,506.4341,0.175
CA00157_C,17,50,120.7733,0.5682,0.1617,2924.9235,587.5597,0.34
LMPR0104500002_C,4,43,213.5066,0.0213,-0.52,3365.8692,642.8042,0.093
LMPR0102010014_C,5,33,119.5776,0.2756,-0.0919,2138.0689,491.3853,0.1515
LMPR0103480009_C,7,35,88.8476,0.4174,0.0722,1955.5254,456.2109,0.2
LMPR0103490001_C,3,39,135.1064,0.1882,-0.2491,2470.9029,503.0535,0.0769
CA00483_C,15,44,253.141,0.5052,0.0472,2633.1268,581.6557,0.3409
LMPR01070395_C,19,62,148.3827,0.5825,0.2984,2834.0964,538.6221,0.3065
LMPR0106010042_C,14,45,130.3777,0.5463,0.1252,2554.6866,525.5833,0.3111
CA01101_C,16,46,65.2825,0.6223,0.2542,2404.7393,508.6234,0.3478
CA01216_C,19,48,121.2512,0.616,0.2397,2475.86,524.2459,0.3958
CA00756_C,19,47,234.4361,0.6166,0.2429,2338.8953,528.0985,0.4043
CA00556_C,17,48,197.5782,0.5568,0.1707,2418.1437,525.9003,0.3542
CA00056_C,14,43,90.5486,0.6094,0.2937,1914.2055,433.653,0.3256
LMPR0103800001_C,6,37,66.5333,0.3126,-0.1029,2208.3995,477.5589,0.1622
LMPR0104080010_C,7,41,162.5602,0.2233,-0.2433,2586.2729,537.2458,0.1707
CA01236_C,17,44,128.6701,0.5566,0.1317,2337.9034,521.1475,0.3864
CA00070_C,16,43,49.9377,0.5983,0.1932,2287.7147,503.7209,0.3721
LMPR0103880001_C,4,39,125.7433,0.3295,-0.0367,2231.8194,471.6102,0.1026
LMPR01040138_C,6,66,438.3866,0.0501,-0.603,4631.6698,683.7593,0.0909
CA00112_C,4,52,696.2216,0.0276,-0.5949,3084.034,546.4,0.0769
CA00712_C,20,61,135.1898,0.5809,0.2723,3108.3932,570.0318,0.3279
LMPR0104030007_C,3,44,313.6223,0.0244,-0.5271,2843.307,543.6895,0.0682
LMPR0103560001_C,3,39,279.8367,0.0273,-0.4564,2822.2155,575.5159,0.0769
